,LC Name,Temperature,Switching Voltage,Rise Time,Decay Time,Total Response Time
0,Pure LC,30,4,0.003724999999998999,0.006399999999995,0.010124999999994
1,Pure LC,30,5,0.0020874999999999995,0.006562500000000001,0.00865
2,Pure LC,30,6,0.0014374999999985003,0.006624999999995001,0.008062499999993502
3,Pure LC,30,7,0.0009499999999984998,0.006424999999995001,0.0073749999999935005
4,Pure LC,30,8,0.0007750000000002507,0.006612499999994999,0.00738749999999525
5,Pure LC,30,9,0.0006,0.0063999999999999994,0.006999999999999999
6,Pure LC,30,9,0.0006,0.0063999999999999994,0.006999999999999999
7,Pure LC,30,10,0.0005875000000002512,0.006424999999994999,0.00701249999999525
